entry,at,order
"-- ending hand #259 --",2025-02-03T08:20:57.354Z,173857085735402
"""Winner (Nick) @ 23ejw2m6D-"" collected 1.20 from pot",2025-02-03T08:20:57.354Z,173857085735401
"Uncalled bet of 2.00 returned to ""Winner (Nick) @ 23ejw2m6D-""",2025-02-03T08:20:57.354Z,173857085735400
"""Gob @ bMuZUaFSt2"" folds",2025-02-03T08:20:56.528Z,173857085652800
"""Winner (Nick) @ 23ejw2m6D-"" bets 2.00",2025-02-03T08:20:54.803Z,173857085480300
"""Gob @ bMuZUaFSt2"" checks",2025-02-03T08:20:52.713Z,173857085271300
"Turn: K♠, 6♦, Q♥ [7♣]",2025-02-03T08:20:50.572Z,173857085057200
"""glenny @ O4o2WcWz3Z"" folds",2025-02-03T08:20:49.716Z,173857084971600
"""Gob @ bMuZUaFSt2"" calls 0.20",2025-02-03T08:20:43.744Z,173857084374400
"""joshy @ Z_WOxDxS2G"" folds",2025-02-03T08:20:41.060Z,173857084106000
"""Winner (Nick) @ 23ejw2m6D-"" bets 0.20",2025-02-03T08:20:39.174Z,173857083917400
"""glenny @ O4o2WcWz3Z"" checks",2025-02-03T08:20:37.066Z,173857083706600
"""Gob @ bMuZUaFSt2"" checks",2025-02-03T08:20:36.137Z,173857083613700
"Flop:  [K♠, 6♦, Q♥]",2025-02-03T08:20:34.847Z,173857083484700
"""glenny @ O4o2WcWz3Z"" checks",2025-02-03T08:20:33.983Z,173857083398300
"""Gob @ bMuZUaFSt2"" calls 0.20",2025-02-03T08:20:33.070Z,173857083307000
"""joshy @ Z_WOxDxS2G"" calls 0.20",2025-02-03T08:20:32.086Z,173857083208600
"""Winner (Nick) @ 23ejw2m6D-"" calls 0.20",2025-02-03T08:20:31.066Z,173857083106600
"""glenny @ O4o2WcWz3Z"" posts a big blind of 0.20",2025-02-03T08:20:29.778Z,173857082977807
"""Gob @ bMuZUaFSt2"" posts a small blind of 0.10",2025-02-03T08:20:29.778Z,173857082977806
"Your hand is 7♠, 4♠",2025-02-03T08:20:29.778Z,173857082977802
"Player stacks: #1 ""Gob @ bMuZUaFSt2"" (58.15) | #4 ""glenny @ O4o2WcWz3Z"" (42.70) | #6 ""Winner (Nick) @ 23ejw2m6D-"" (8.07) | #7 ""joshy @ Z_WOxDxS2G"" (37.17)",2025-02-03T08:20:29.778Z,173857082977801
"-- starting hand #259 (id: yld22cnecopn)  (No Limit Texas Hold'em) (dealer: ""joshy @ Z_WOxDxS2G"") --",2025-02-03T08:20:29.778Z,173857082977800
"""Gob @ bMuZUaFSt2"" shows a 6♥, 9♣.",2025-02-03T08:20:25.208Z,173857082520800
"""glenny @ O4o2WcWz3Z"" shows a J♠, 10♦.",2025-02-03T08:20:23.876Z,173857082387600
"""joshy @ Z_WOxDxS2G"" shows a 8♦, 4♣.",2025-02-03T08:20:22.599Z,173857082259900
"Undealt cards:  [3♥, 5♦, 7♠, A♦, J♥]",2025-02-03T08:20:22.099Z,173857082209900
"""Winner (Nick) @ 23ejw2m6D-"" shows a J♦, 6♦.",2025-02-03T08:20:22.075Z,173857082207500
"-- ending hand #258 --",2025-02-03T08:20:21.054Z,173857082105402
"""Winner (Nick) @ 23ejw2m6D-"" collected 1.50 from pot",2025-02-03T08:20:21.054Z,173857082105401
"Uncalled bet of 6.57 returned to ""Winner (Nick) @ 23ejw2m6D-""",2025-02-03T08:20:21.054Z,173857082105400
"""glenny @ O4o2WcWz3Z"" folds",2025-02-03T08:20:20.247Z,173857082024700
"""Gob @ bMuZUaFSt2"" folds",2025-02-03T08:20:19.305Z,173857081930500
"""joshy @ Z_WOxDxS2G"" folds",2025-02-03T08:20:17.233Z,173857081723300
"""Winner (Nick) @ 23ejw2m6D-"" raises to 7.17 and go all in",2025-02-03T08:20:16.029Z,173857081602900
"""glenny @ O4o2WcWz3Z"" raises to 0.60",2025-02-03T08:20:14.167Z,173857081416700
"""Gob @ bMuZUaFSt2"" posts a big blind of 0.20",2025-02-03T08:20:12.014Z,173857081201407
"""joshy @ Z_WOxDxS2G"" posts a small blind of 0.10",2025-02-03T08:20:12.014Z,173857081201406
"Your hand is 6♥, 9♣",2025-02-03T08:20:12.014Z,173857081201402
"Player stacks: #1 ""Gob @ bMuZUaFSt2"" (58.35) | #4 ""glenny @ O4o2WcWz3Z"" (43.30) | #6 ""Winner (Nick) @ 23ejw2m6D-"" (7.17) | #7 ""joshy @ Z_WOxDxS2G"" (37.27)",2025-02-03T08:20:12.014Z,173857081201401
"-- starting hand #258 (id: bjwvucsibtii)  (No Limit Texas Hold'em) (dealer: ""Winner (Nick) @ 23ejw2m6D-"") --",2025-02-03T08:20:12.014Z,173857081201400
"Undealt cards: A♣, 3♠, 6♣ [7♥, A♦]",2025-02-03T08:20:06.886Z,173857080688600
"""Winner (Nick) @ 23ejw2m6D-"" shows a 5♠, A♠.",2025-02-03T08:20:05.815Z,173857080581500
"""joshy @ Z_WOxDxS2G"" shows a 2♥, 10♣.",2025-02-03T08:20:04.949Z,173857080494900
"-- ending hand #257 --",2025-02-03T08:20:04.657Z,173857080465702
"""Winner (Nick) @ 23ejw2m6D-"" collected 0.60 from pot",2025-02-03T08:20:04.657Z,173857080465701
"Uncalled bet of 1.00 returned to ""Winner (Nick) @ 23ejw2m6D-""",2025-02-03T08:20:04.657Z,173857080465700
"""glenny @ O4o2WcWz3Z"" folds",2025-02-03T08:20:03.826Z,173857080382600
"""joshy @ Z_WOxDxS2G"" folds",2025-02-03T08:20:02.903Z,173857080290300
"""Winner (Nick) @ 23ejw2m6D-"" bets 1.00",2025-02-03T08:20:00.837Z,173857080083700
"Flop:  [A♣, 3♠, 6♣]",2025-02-03T08:19:56.290Z,173857079629000
"""joshy @ Z_WOxDxS2G"" checks",2025-02-03T08:19:55.458Z,173857079545800
"""Winner (Nick) @ 23ejw2m6D-"" calls 0.20",2025-02-03T08:19:52.990Z,173857079299000
"""glenny @ O4o2WcWz3Z"" calls 0.20",2025-02-03T08:19:51.707Z,173857079170700
"""Gob @ bMuZUaFSt2"" folds",2025-02-03T08:19:47.387Z,173857078738700
"""joshy @ Z_WOxDxS2G"" posts a big blind of 0.20",2025-02-03T08:19:43.776Z,173857078377607
"""Winner (Nick) @ 23ejw2m6D-"" posts a small blind of 0.10",2025-02-03T08:19:43.776Z,173857078377606
"Your hand is 5♦, J♥",2025-02-03T08:19:43.776Z,173857078377602
"Player stacks: #1 ""Gob @ bMuZUaFSt2"" (58.35) | #4 ""glenny @ O4o2WcWz3Z"" (43.50) | #6 ""Winner (Nick) @ 23ejw2m6D-"" (6.77) | #7 ""joshy @ Z_WOxDxS2G"" (37.47)",2025-02-03T08:19:43.776Z,173857078377601
"-- starting hand #257 (id: octaxwgojfug)  (No Limit Texas Hold'em) (dealer: ""glenny @ O4o2WcWz3Z"") --",2025-02-03T08:19:43.776Z,173857078377600
"""joshy @ Z_WOxDxS2G"" shows a 10♥, 5♣.",2025-02-03T08:19:38.515Z,173857077851500
"""Winner (Nick) @ 23ejw2m6D-"" shows a Q♥, 5♦.",2025-02-03T08:19:38.037Z,173857077803700
"-- ending hand #256 --",2025-02-03T08:19:36.769Z,173857077676902
"""glenny @ O4o2WcWz3Z"" collected 5.60 from pot with Flush, Qc High (combination: Q♣, J♣, 9♣, 6♣, 3♣)",2025-02-03T08:19:36.769Z,173857077676901
"""glenny @ O4o2WcWz3Z"" shows a 9♣, Q♣.",2025-02-03T08:19:36.769Z,173857077676900
"""Gob @ bMuZUaFSt2"" calls 1.30",2025-02-03T08:19:35.955Z,173857077595500
"""glenny @ O4o2WcWz3Z"" bets 1.30",2025-02-03T08:19:29.645Z,173857076964500
"River: 6♣, K♥, J♣, 3♣ [7♦]",2025-02-03T08:19:25.017Z,173857076501700
"""Gob @ bMuZUaFSt2"" calls 0.60",2025-02-03T08:19:24.202Z,173857076420200
"""Winner (Nick) @ 23ejw2m6D-"" folds",2025-02-03T08:19:23.336Z,173857076333600
"""glenny @ O4o2WcWz3Z"" bets 0.60",2025-02-03T08:19:22.125Z,173857076212500
"Turn: 6♣, K♥, J♣ [3♣]",2025-02-03T08:19:19.722Z,173857075972200
"""Gob @ bMuZUaFSt2"" checks",2025-02-03T08:19:18.895Z,173857075889500
"""Winner (Nick) @ 23ejw2m6D-"" checks",2025-02-03T08:19:17.243Z,173857075724300
"""glenny @ O4o2WcWz3Z"" checks",2025-02-03T08:19:16.371Z,173857075637100
"Flop:  [6♣, K♥, J♣]",2025-02-03T08:19:15.168Z,173857075516800
"""Winner (Nick) @ 23ejw2m6D-"" calls 0.60",2025-02-03T08:19:14.357Z,173857075435700
"""glenny @ O4o2WcWz3Z"" calls 0.60",2025-02-03T08:19:13.482Z,173857075348200
"""Gob @ bMuZUaFSt2"" raises to 0.60",2025-02-03T08:19:12.540Z,173857075254000
"""joshy @ Z_WOxDxS2G"" folds",2025-02-03T08:19:07.326Z,173857074732600
"""Winner (Nick) @ 23ejw2m6D-"" posts a big blind of 0.20",2025-02-03T08:19:05.959Z,173857074595907
"""glenny @ O4o2WcWz3Z"" posts a small blind of 0.10",2025-02-03T08:19:05.959Z,173857074595906
"Your hand is 5♠, 4♣",2025-02-03T08:19:05.959Z,173857074595902
"Player stacks: #1 ""Gob @ bMuZUaFSt2"" (60.85) | #4 ""glenny @ O4o2WcWz3Z"" (40.40) | #6 ""Winner (Nick) @ 23ejw2m6D-"" (7.37) | #7 ""joshy @ Z_WOxDxS2G"" (37.47)",2025-02-03T08:19:05.959Z,173857074595901
"-- starting hand #256 (id: 89fk7xmpw0h7)  (No Limit Texas Hold'em) (dealer: ""Gob @ bMuZUaFSt2"") --",2025-02-03T08:19:05.959Z,173857074595900
"-- ending hand #255 --",2025-02-03T08:18:57.943Z,173857073794302
"""joshy @ Z_WOxDxS2G"" collected 7.37 from pot with Full House, 9's over 10's on the second run  (combination: 9♦, 9♠, 9♥, 10♠, 10♦)",2025-02-03T08:18:57.943Z,173857073794301
"""Winner (Nick) @ 23ejw2m6D-"" collected 7.37 from pot with Straight, K High (combination: K♣, Q♠, J♠, 10♦, 9♠)",2025-02-03T08:18:57.943Z,173857073794300
"River (second run): Q♠, 9♠, 10♦, 7♣ [9♥]",2025-02-03T08:18:53.912Z,173857073391200
"Turn (second run): Q♠, 9♠, 10♦ [7♣]",2025-02-03T08:18:49.909Z,173857072990900
"River: Q♠, 9♠, 10♦, J♠ [3♦]",2025-02-03T08:18:45.903Z,173857072590300
"Turn: Q♠, 9♠, 10♦ [J♠]",2025-02-03T08:18:41.824Z,173857072182400
"Uncalled bet of 3.43 returned to ""joshy @ Z_WOxDxS2G""",2025-02-03T08:18:37.798Z,173857071779800
"""joshy @ Z_WOxDxS2G"" shows a 10♠, 9♦.",2025-02-03T08:18:37.650Z,173857071765000
"""Winner (Nick) @ 23ejw2m6D-"" shows a K♣, K♦.",2025-02-03T08:18:37.432Z,173857071743200
"All players in hand choose to run it twice.",2025-02-03T08:18:36.989Z,173857071698901
"""Winner (Nick) @ 23ejw2m6D-"" chooses to  run it twice.",2025-02-03T08:18:36.989Z,173857071698900
"""joshy @ Z_WOxDxS2G"" chooses to  run it twice.",2025-02-03T08:18:36.441Z,173857071644100
"Remaining players decide whether to run it twice.",2025-02-03T08:18:36.283Z,173857071628301
"""Winner (Nick) @ 23ejw2m6D-"" calls 5.77 and go all in",2025-02-03T08:18:36.283Z,173857071628300
"""glenny @ O4o2WcWz3Z"" folds",2025-02-03T08:18:35.405Z,173857071540500
"""Gob @ bMuZUaFSt2"" folds",2025-02-03T08:18:31.219Z,173857071121900
"""joshy @ Z_WOxDxS2G"" raises to 9.20",2025-02-03T08:18:30.371Z,173857071037100
"""Winner (Nick) @ 23ejw2m6D-"" bets 2.00",2025-02-03T08:18:13.861Z,173857069386100
"""glenny @ O4o2WcWz3Z"" checks",2025-02-03T08:18:09.734Z,173857068973400
"""Gob @ bMuZUaFSt2"" checks",2025-02-03T08:18:08.695Z,173857068869500
"Flop:  [Q♠, 9♠, 10♦]",2025-02-03T08:18:07.341Z,173857068734100
"""glenny @ O4o2WcWz3Z"" calls 0.80",2025-02-03T08:18:06.497Z,173857068649700
"""Gob @ bMuZUaFSt2"" calls 0.80",2025-02-03T08:18:05.161Z,173857068516100
"""joshy @ Z_WOxDxS2G"" calls 0.80",2025-02-03T08:18:02.871Z,173857068287100
"""Winner (Nick) @ 23ejw2m6D-"" raises to 0.80",2025-02-03T08:18:01.010Z,173857068101000
"""glenny @ O4o2WcWz3Z"" posts a big blind of 0.20",2025-02-03T08:17:58.829Z,173857067882907
"""Gob @ bMuZUaFSt2"" posts a small blind of 0.10",2025-02-03T08:17:58.829Z,173857067882906
"Your hand is 5♦, 5♣",2025-02-03T08:17:58.829Z,173857067882902
"Player stacks: #1 ""Gob @ bMuZUaFSt2"" (61.65) | #4 ""glenny @ O4o2WcWz3Z"" (41.20) | #6 ""Winner (Nick) @ 23ejw2m6D-"" (6.57) | #7 ""joshy @ Z_WOxDxS2G"" (36.67)",2025-02-03T08:17:58.829Z,173857067882901
"-- starting hand #255 (id: ovebyl5bh582)  (No Limit Texas Hold'em) (dealer: ""joshy @ Z_WOxDxS2G"") --",2025-02-03T08:17:58.829Z,173857067882900
"Undealt cards:  [4♦, 4♣, 5♠, 2♥, A♣]",2025-02-03T08:17:52.902Z,173857067290200
"""Winner (Nick) @ 23ejw2m6D-"" shows a Q♦, J♥.",2025-02-03T08:17:52.602Z,173857067260200
"""joshy @ Z_WOxDxS2G"" shows a 3♠, 8♠.",2025-02-03T08:17:52.569Z,173857067256900
"-- ending hand #254 --",2025-02-03T08:17:51.490Z,173857067149002
"""Winner (Nick) @ 23ejw2m6D-"" collected 0.70 from pot",2025-02-03T08:17:51.490Z,173857067149001
"Uncalled bet of 5.87 returned to ""Winner (Nick) @ 23ejw2m6D-""",2025-02-03T08:17:51.490Z,173857067149000
"""glenny @ O4o2WcWz3Z"" folds",2025-02-03T08:17:50.657Z,173857067065700
"""Gob @ bMuZUaFSt2"" folds",2025-02-03T08:17:49.706Z,173857066970600
"""joshy @ Z_WOxDxS2G"" folds",2025-02-03T08:17:48.848Z,173857066884800
"""Winner (Nick) @ 23ejw2m6D-"" raises to 6.07 and go all in",2025-02-03T08:17:47.060Z,173857066706000
"""glenny @ O4o2WcWz3Z"" calls 0.20",2025-02-03T08:17:45.296Z,173857066529600
"""Gob @ bMuZUaFSt2"" posts a big blind of 0.20",2025-02-03T08:17:43.528Z,173857066352807
"""joshy @ Z_WOxDxS2G"" posts a small blind of 0.10",2025-02-03T08:17:43.528Z,173857066352806
"Your hand is J♣, 6♦",2025-02-03T08:17:43.528Z,173857066352802
"Player stacks: #1 ""Gob @ bMuZUaFSt2"" (61.85) | #4 ""glenny @ O4o2WcWz3Z"" (41.40) | #6 ""Winner (Nick) @ 23ejw2m6D-"" (6.07) | #7 ""joshy @ Z_WOxDxS2G"" (36.77)",2025-02-03T08:17:43.528Z,173857066352801
"-- starting hand #254 (id: kphzzjrtcltp)  (No Limit Texas Hold'em) (dealer: ""Winner (Nick) @ 23ejw2m6D-"") --",2025-02-03T08:17:43.528Z,173857066352800
"""Gob @ bMuZUaFSt2"" shows a 8♦, 7♠.",2025-02-03T08:17:38.075Z,173857065807500
"""joshy @ Z_WOxDxS2G"" shows a 4♥, 8♣.",2025-02-03T08:17:36.815Z,173857065681500
"""Winner (Nick) @ 23ejw2m6D-"" shows a A♣, 5♥.",2025-02-03T08:17:36.746Z,173857065674600
"Undealt cards: J♦, 10♦, J♠ [4♦, 2♠]",2025-02-03T08:17:35.929Z,173857065592900
"-- ending hand #253 --",2025-02-03T08:17:35.518Z,173857065551802
"""Gob @ bMuZUaFSt2"" collected 1.80 from pot",2025-02-03T08:17:35.518Z,173857065551801
"Uncalled bet of 0.90 returned to ""Gob @ bMuZUaFSt2""",2025-02-03T08:17:35.518Z,173857065551800
"""Winner (Nick) @ 23ejw2m6D-"" folds",2025-02-03T08:17:34.703Z,173857065470300
"""Gob @ bMuZUaFSt2"" bets 0.90",2025-02-03T08:17:33.599Z,173857065359900
"""Winner (Nick) @ 23ejw2m6D-"" checks",2025-02-03T08:17:25.496Z,173857064549600
"Flop:  [J♦, 10♦, J♠]",2025-02-03T08:17:23.456Z,173857064345600
"""joshy @ Z_WOxDxS2G"" folds",2025-02-03T08:17:22.592Z,173857064259200
"""Winner (Nick) @ 23ejw2m6D-"" calls 0.80",2025-02-03T08:17:20.489Z,173857064048900
"""glenny @ O4o2WcWz3Z"" folds",2025-02-03T08:17:19.566Z,173857063956600
"""Gob @ bMuZUaFSt2"" raises to 0.80",2025-02-03T08:17:18.639Z,173857063863900
"""joshy @ Z_WOxDxS2G"" posts a big blind of 0.20",2025-02-03T08:17:16.246Z,173857063624607
"""Winner (Nick) @ 23ejw2m6D-"" posts a small blind of 0.10",2025-02-03T08:17:16.246Z,173857063624606
"Your hand is 8♦, 7♠",2025-02-03T08:17:16.246Z,173857063624602
"Player stacks: #1 ""Gob @ bMuZUaFSt2"" (60.85) | #4 ""glenny @ O4o2WcWz3Z"" (41.40) | #6 ""Winner (Nick) @ 23ejw2m6D-"" (6.87) | #7 ""joshy @ Z_WOxDxS2G"" (36.97)",2025-02-03T08:17:16.246Z,173857063624601
"-- starting hand #253 (id: odd0c0ycocdx)  (No Limit Texas Hold'em) (dealer: ""glenny @ O4o2WcWz3Z"") --",2025-02-03T08:17:16.246Z,173857063624600
"Undealt cards:  [8♠, K♦, K♣, 2♣, 7♦]",2025-02-03T08:17:10.546Z,173857063054600
"""joshy @ Z_WOxDxS2G"" shows a 6♠, 9♥.",2025-02-03T08:17:09.650Z,173857062965000
"""Winner (Nick) @ 23ejw2m6D-"" shows a K♥, 4♥.",2025-02-03T08:17:09.462Z,173857062946200
"-- ending hand #252 --",2025-02-03T08:17:08.882Z,173857062888202
"""Winner (Nick) @ 23ejw2m6D-"" collected 0.20 from pot",2025-02-03T08:17:08.882Z,173857062888201
"Uncalled bet of 0.10 returned to ""Winner (Nick) @ 23ejw2m6D-""",2025-02-03T08:17:08.882Z,173857062888200
"""glenny @ O4o2WcWz3Z"" folds",2025-02-03T08:17:08.077Z,173857062807700
"""Gob @ bMuZUaFSt2"" folds",2025-02-03T08:17:07.112Z,173857062711200
"""joshy @ Z_WOxDxS2G"" folds",2025-02-03T08:17:02.529Z,173857062252900
"""Winner (Nick) @ 23ejw2m6D-"" posts a big blind of 0.20",2025-02-03T08:17:01.270Z,173857062127007
"""glenny @ O4o2WcWz3Z"" posts a small blind of 0.10",2025-02-03T08:17:01.270Z,173857062127006
"Your hand is 6♦, 2♥",2025-02-03T08:17:01.270Z,173857062127002
"Player stacks: #1 ""Gob @ bMuZUaFSt2"" (60.85) | #4 ""glenny @ O4o2WcWz3Z"" (41.50) | #6 ""Winner (Nick) @ 23ejw2m6D-"" (6.77) | #7 ""joshy @ Z_WOxDxS2G"" (36.97)",2025-02-03T08:17:01.270Z,173857062127001
