entry,at,order
"-- ending hand #171 --",2025-02-19T06:54:41.232Z,173994808123202
"""edwin @ 9M0NBGM9an"" collected 0.20 from pot",2025-02-19T06:54:41.232Z,173994808123201
"Uncalled bet of 0.10 returned to ""edwin @ 9M0NBGM9an""",2025-02-19T06:54:41.232Z,173994808123200
"""Gob @ gEuJUHOUqE"" folds",2025-02-19T06:54:40.399Z,173994808039900
"""joshy @ Z_WOxDxS2G"" folds",2025-02-19T06:54:29.448Z,173994806944800
"""Nick @ 23ejw2m6D-"" folds",2025-02-19T06:54:21.512Z,173994806151200
"""Kyle @ jclMM_b-US"" folds",2025-02-19T06:54:20.698Z,173994806069800
"""edwin @ 9M0NBGM9an"" posts a big blind of 0.20",2025-02-19T06:54:15.870Z,173994805587008
"""Gob @ gEuJUHOUqE"" posts a small blind of 0.10",2025-02-19T06:54:15.870Z,173994805587007
"Your hand is 7♠, J♥",2025-02-19T06:54:15.870Z,173994805587002
"Player stacks: #1 ""edwin @ 9M0NBGM9an"" (79.16) | #3 ""Kyle @ jclMM_b-US"" (48.45) | #4 ""Nick @ 23ejw2m6D-"" (29.15) | #6 ""joshy @ Z_WOxDxS2G"" (31.23) | #7 ""Gob @ gEuJUHOUqE"" (32.48)",2025-02-19T06:54:15.870Z,173994805587001
"-- starting hand #171 (id: y1exknxotfjy)  (No Limit Texas Hold'em) (dealer: ""joshy @ Z_WOxDxS2G"") --",2025-02-19T06:54:15.870Z,173994805587000
"""Gob @ gEuJUHOUqE"" shows a 2♦, 7♦.",2025-02-19T06:54:14.159Z,173994805415900
"""Nick @ 23ejw2m6D-"" shows a K♠, 4♦.",2025-02-19T06:54:11.900Z,173994805190000
"""joshy @ Z_WOxDxS2G"" shows a 8♠, Q♦.",2025-02-19T06:54:11.187Z,173994805118700
"-- ending hand #170 --",2025-02-19T06:54:10.848Z,173994805084802
"""joshy @ Z_WOxDxS2G"" collected 2.50 from pot",2025-02-19T06:54:10.848Z,173994805084801
"Uncalled bet of 1.00 returned to ""joshy @ Z_WOxDxS2G""",2025-02-19T06:54:10.848Z,173994805084800
"""Kyle @ jclMM_b-US"" folds",2025-02-19T06:54:09.977Z,173994804997700
"""edwin @ 9M0NBGM9an"" folds",2025-02-19T06:54:09.020Z,173994804902000
"""joshy @ Z_WOxDxS2G"" bets 1.00",2025-02-19T06:54:08.010Z,173994804801000
"River: 3♠, J♠, Q♥, 6♥ [J♣]",2025-02-19T06:53:56.317Z,173994803631700
"""Nick @ 23ejw2m6D-"" folds",2025-02-19T06:53:55.471Z,173994803547100
"""Kyle @ jclMM_b-US"" calls 0.50",2025-02-19T06:53:54.629Z,173994803462900
"""edwin @ 9M0NBGM9an"" calls 0.50",2025-02-19T06:53:53.660Z,173994803366000
"""Gob @ gEuJUHOUqE"" folds",2025-02-19T06:53:52.183Z,173994803218300
"""joshy @ Z_WOxDxS2G"" bets 0.50",2025-02-19T06:53:45.188Z,173994802518800
"Turn: 3♠, J♠, Q♥ [6♥]",2025-02-19T06:53:40.500Z,173994802050000
"""Nick @ 23ejw2m6D-"" checks",2025-02-19T06:53:39.612Z,173994801961200
"""Kyle @ jclMM_b-US"" checks",2025-02-19T06:53:38.737Z,173994801873700
"""edwin @ 9M0NBGM9an"" checks",2025-02-19T06:53:37.720Z,173994801772000
"""Gob @ gEuJUHOUqE"" checks",2025-02-19T06:53:36.763Z,173994801676300
"""joshy @ Z_WOxDxS2G"" checks",2025-02-19T06:53:35.748Z,173994801574800
"Flop:  [3♠, J♠, Q♥]",2025-02-19T06:53:33.760Z,173994801376000
"""Gob @ gEuJUHOUqE"" checks",2025-02-19T06:53:32.934Z,173994801293400
"""joshy @ Z_WOxDxS2G"" calls 0.20",2025-02-19T06:53:31.675Z,173994801167500
"""Nick @ 23ejw2m6D-"" calls 0.20",2025-02-19T06:53:30.773Z,173994801077300
"""Kyle @ jclMM_b-US"" calls 0.20",2025-02-19T06:53:29.903Z,173994800990300
"""edwin @ 9M0NBGM9an"" calls 0.20",2025-02-19T06:53:28.978Z,173994800897800
"""Gob @ gEuJUHOUqE"" posts a big blind of 0.20",2025-02-19T06:53:27.642Z,173994800764209
"""joshy @ Z_WOxDxS2G"" posts a small blind of 0.10",2025-02-19T06:53:27.642Z,173994800764208
"Your hand is 7♥, 2♥",2025-02-19T06:53:27.642Z,173994800764203
"Player stacks: #1 ""edwin @ 9M0NBGM9an"" (79.86) | #3 ""Kyle @ jclMM_b-US"" (49.15) | #4 ""Nick @ 23ejw2m6D-"" (29.35) | #6 ""joshy @ Z_WOxDxS2G"" (29.43) | #7 ""Gob @ gEuJUHOUqE"" (32.68)",2025-02-19T06:53:27.642Z,173994800764202
"-- starting hand #170 (id: f3quui0sab6g)  (No Limit Texas Hold'em) (dealer: ""Nick @ 23ejw2m6D-"") --",2025-02-19T06:53:27.642Z,173994800764201
"The player ""Eli @ hSyvY7wv9b"" quits the game with a stack of 61.26.",2025-02-19T06:53:27.642Z,173994800764200
"""Nick @ 23ejw2m6D-"" shows a A♣, 7♠.",2025-02-19T06:53:21.839Z,173994800183900
"""joshy @ Z_WOxDxS2G"" shows a 5♣, 7♣.",2025-02-19T06:53:20.779Z,173994800077900
"-- ending hand #169 --",2025-02-19T06:53:20.298Z,173994800029802
"""joshy @ Z_WOxDxS2G"" collected 0.40 from pot",2025-02-19T06:53:20.298Z,173994800029801
"Uncalled bet of 0.20 returned to ""joshy @ Z_WOxDxS2G""",2025-02-19T06:53:20.298Z,173994800029800
"""Nick @ 23ejw2m6D-"" folds",2025-02-19T06:53:19.460Z,173994799946000
"""joshy @ Z_WOxDxS2G"" bets 0.20",2025-02-19T06:53:16.299Z,173994799629900
"""Nick @ 23ejw2m6D-"" checks",2025-02-19T06:53:14.981Z,173994799498100
"Flop:  [2♦, 6♦, 4♥]",2025-02-19T06:53:12.020Z,173994799202000
"""joshy @ Z_WOxDxS2G"" checks",2025-02-19T06:53:11.186Z,173994799118600
"""Nick @ 23ejw2m6D-"" calls 0.20",2025-02-19T06:53:07.913Z,173994798791300
"""Kyle @ jclMM_b-US"" folds",2025-02-19T06:53:05.929Z,173994798592900
"""Eli @ hSyvY7wv9b"" folds",2025-02-19T06:53:05.003Z,173994798500300
"""edwin @ 9M0NBGM9an"" folds",2025-02-19T06:53:03.897Z,173994798389700
"""Gob @ gEuJUHOUqE"" folds",2025-02-19T06:53:02.915Z,173994798291500
"""joshy @ Z_WOxDxS2G"" posts a big blind of 0.20",2025-02-19T06:53:01.260Z,173994798126009
"""Nick @ 23ejw2m6D-"" posts a small blind of 0.10",2025-02-19T06:53:01.260Z,173994798126008
"Your hand is 9♦, 2♠",2025-02-19T06:53:01.260Z,173994798126002
"Player stacks: #1 ""edwin @ 9M0NBGM9an"" (79.86) | #2 ""Eli @ hSyvY7wv9b"" (61.26) | #3 ""Kyle @ jclMM_b-US"" (49.15) | #4 ""Nick @ 23ejw2m6D-"" (29.55) | #6 ""joshy @ Z_WOxDxS2G"" (29.23) | #7 ""Gob @ gEuJUHOUqE"" (32.68)",2025-02-19T06:53:01.260Z,173994798126001
"-- starting hand #169 (id: plenxlitbc0m)  (No Limit Texas Hold'em) (dealer: ""Kyle @ jclMM_b-US"") --",2025-02-19T06:53:01.260Z,173994798126000
"""joshy @ Z_WOxDxS2G"" shows a K♠, 8♥.",2025-02-19T06:52:59.041Z,173994797904100
"""Nick @ 23ejw2m6D-"" shows a 7♦, J♥.",2025-02-19T06:52:54.914Z,173994797491400
"-- ending hand #168 --",2025-02-19T06:52:54.250Z,173994797425003
"""Kyle @ jclMM_b-US"" shows a 2♦, A♦.",2025-02-19T06:52:54.250Z,173994797425002
"""edwin @ 9M0NBGM9an"" collected 5.75 from pot with Pair, 10's (combination: 10♦, 10♥, J♣, 7♣, 6♦)",2025-02-19T06:52:54.250Z,173994797425001
"""edwin @ 9M0NBGM9an"" shows a 10♦, 10♥.",2025-02-19T06:52:54.250Z,173994797425000
"""Eli @ hSyvY7wv9b"" checks",2025-02-19T06:52:53.446Z,173994797344600
"""edwin @ 9M0NBGM9an"" checks",2025-02-19T06:52:51.702Z,173994797170200
"""Kyle @ jclMM_b-US"" checks",2025-02-19T06:52:49.939Z,173994796993900
"River: J♣, 7♣, 4♦, 6♦ [3♣]",2025-02-19T06:52:46.069Z,173994796606900
"""Eli @ hSyvY7wv9b"" checks",2025-02-19T06:52:45.247Z,173994796524700
"""edwin @ 9M0NBGM9an"" checks",2025-02-19T06:52:41.833Z,173994796183300
"""Kyle @ jclMM_b-US"" checks",2025-02-19T06:52:39.611Z,173994795961100
"Turn: J♣, 7♣, 4♦ [6♦]",2025-02-19T06:52:36.957Z,173994795695700
"""Kyle @ jclMM_b-US"" calls 1.15",2025-02-19T06:52:36.152Z,173994795615200
"""Eli @ hSyvY7wv9b"" calls 1.15",2025-02-19T06:52:34.883Z,173994795488300
"""edwin @ 9M0NBGM9an"" bets 1.15",2025-02-19T06:52:29.398Z,173994794939800
"""Kyle @ jclMM_b-US"" checks",2025-02-19T06:52:26.793Z,173994794679300
"Flop:  [J♣, 7♣, 4♦]",2025-02-19T06:52:20.689Z,173994794068900
"""Nick @ 23ejw2m6D-"" folds",2025-02-19T06:52:19.835Z,173994793983500
"""Kyle @ jclMM_b-US"" calls 0.70",2025-02-19T06:52:18.063Z,173994793806300
"""Eli @ hSyvY7wv9b"" calls 0.70",2025-02-19T06:52:16.894Z,173994793689400
"""edwin @ 9M0NBGM9an"" raises to 0.70",2025-02-19T06:52:15.997Z,173994793599700
"""Gob @ gEuJUHOUqE"" folds",2025-02-19T06:52:13.939Z,173994793393900
"""joshy @ Z_WOxDxS2G"" folds",2025-02-19T06:52:12.963Z,173994793296300
"""Nick @ 23ejw2m6D-"" posts a big blind of 0.20",2025-02-19T06:52:12.096Z,173994793209609
"""Kyle @ jclMM_b-US"" posts a small blind of 0.10",2025-02-19T06:52:12.096Z,173994793209608
"Your hand is 10♦, 10♥",2025-02-19T06:52:12.096Z,173994793209602
"Player stacks: #1 ""edwin @ 9M0NBGM9an"" (75.96) | #2 ""Eli @ hSyvY7wv9b"" (63.11) | #3 ""Kyle @ jclMM_b-US"" (51.00) | #4 ""Nick @ 23ejw2m6D-"" (29.75) | #6 ""joshy @ Z_WOxDxS2G"" (29.23) | #7 ""Gob @ gEuJUHOUqE"" (32.68)",2025-02-19T06:52:12.096Z,173994793209601
"-- starting hand #168 (id: e6yn7y7bdvwx)  (No Limit Texas Hold'em) (dealer: ""Eli @ hSyvY7wv9b"") --",2025-02-19T06:52:12.096Z,173994793209600
"""Gob @ gEuJUHOUqE"" shows a 8♥, 8♠.",2025-02-19T06:52:07.613Z,173994792761300
"""Nick @ 23ejw2m6D-"" shows a 4♠, A♣.",2025-02-19T06:52:07.222Z,173994792722200
"""joshy @ Z_WOxDxS2G"" shows a 4♥, 4♦.",2025-02-19T06:52:05.446Z,173994792544600
"Undealt cards: 6♣, 5♥, 8♦, Q♣ [Q♠]",2025-02-19T06:52:05.424Z,173994792542400
"-- ending hand #167 --",2025-02-19T06:52:04.083Z,173994792408302
"""Gob @ gEuJUHOUqE"" collected 3.10 from pot",2025-02-19T06:52:04.083Z,173994792408301
"Uncalled bet of 1.55 returned to ""Gob @ gEuJUHOUqE""",2025-02-19T06:52:04.083Z,173994792408300
"""joshy @ Z_WOxDxS2G"" folds",2025-02-19T06:52:03.273Z,173994792327300
"""Kyle @ jclMM_b-US"" folds",2025-02-19T06:52:02.240Z,173994792224000
"""Gob @ gEuJUHOUqE"" bets 1.55",2025-02-19T06:52:00.592Z,173994792059200
"""joshy @ Z_WOxDxS2G"" checks",2025-02-19T06:51:56.654Z,173994791665400
"""Kyle @ jclMM_b-US"" checks",2025-02-19T06:51:54.823Z,173994791482300
"Turn: 6♣, 5♥, 8♦ [Q♣]",2025-02-19T06:51:53.165Z,173994791316500
"""Gob @ gEuJUHOUqE"" checks",2025-02-19T06:51:52.354Z,173994791235400
"""joshy @ Z_WOxDxS2G"" checks",2025-02-19T06:51:50.014Z,173994791001400
"""Kyle @ jclMM_b-US"" checks",2025-02-19T06:51:48.090Z,173994790809000
"Flop:  [6♣, 5♥, 8♦]",2025-02-19T06:51:44.552Z,173994790455200
"""joshy @ Z_WOxDxS2G"" calls 1.00",2025-02-19T06:51:43.710Z,173994790371000
"""Kyle @ jclMM_b-US"" calls 1.00",2025-02-19T06:51:42.713Z,173994790271300
"""Eli @ hSyvY7wv9b"" folds",2025-02-19T06:51:41.751Z,173994790175100
"""edwin @ 9M0NBGM9an"" folds",2025-02-19T06:51:39.239Z,173994789923900
"""Gob @ gEuJUHOUqE"" raises to 1.00",2025-02-19T06:51:37.336Z,173994789733600
"""joshy @ Z_WOxDxS2G"" calls 0.20",2025-02-19T06:51:33.303Z,173994789330300
"""Nick @ 23ejw2m6D-"" folds",2025-02-19T06:51:32.412Z,173994789241200
"""Kyle @ jclMM_b-US"" posts a big blind of 0.20",2025-02-19T06:51:30.558Z,173994789055809
"""Eli @ hSyvY7wv9b"" posts a small blind of 0.10",2025-02-19T06:51:30.558Z,173994789055808
"Your hand is 9♣, 2♣",2025-02-19T06:51:30.558Z,173994789055802
"Player stacks: #1 ""edwin @ 9M0NBGM9an"" (75.96) | #2 ""Eli @ hSyvY7wv9b"" (63.21) | #3 ""Kyle @ jclMM_b-US"" (52.00) | #4 ""Nick @ 23ejw2m6D-"" (29.75) | #6 ""joshy @ Z_WOxDxS2G"" (30.23) | #7 ""Gob @ gEuJUHOUqE"" (30.58)",2025-02-19T06:51:30.558Z,173994789055801
"-- starting hand #167 (id: 6lopeixxg2pn)  (No Limit Texas Hold'em) (dealer: ""edwin @ 9M0NBGM9an"") --",2025-02-19T06:51:30.558Z,173994789055800
"""joshy @ Z_WOxDxS2G"" shows a 4♦, 3♥.",2025-02-19T06:51:25.597Z,173994788559700
"""Nick @ 23ejw2m6D-"" shows a K♥, 5♣.",2025-02-19T06:51:24.075Z,173994788407500
"Undealt cards: 9♣, 10♠, 3♣, 8♦ [10♣]",2025-02-19T06:51:23.042Z,173994788304200
"""Kyle @ jclMM_b-US"" shows a Q♣, J♠.",2025-02-19T06:51:23.025Z,173994788302500
"-- ending hand #166 --",2025-02-19T06:51:22.529Z,173994788252902
"""Kyle @ jclMM_b-US"" collected 14.70 from pot",2025-02-19T06:51:22.529Z,173994788252901
"Uncalled bet of 37.30 returned to ""Kyle @ jclMM_b-US""",2025-02-19T06:51:22.529Z,173994788252900
"""Eli @ hSyvY7wv9b"" folds",2025-02-19T06:51:21.710Z,173994788171000
"""Kyle @ jclMM_b-US"" raises to 42.20 and go all in",2025-02-19T06:51:16.361Z,173994787636100
"""Eli @ hSyvY7wv9b"" bets 4.90",2025-02-19T06:51:14.278Z,173994787427800
"Turn: 9♣, 10♠, 3♣ [8♦]",2025-02-19T06:50:58.273Z,173994785827300
"""joshy @ Z_WOxDxS2G"" folds",2025-02-19T06:50:57.437Z,173994785743700
"""Kyle @ jclMM_b-US"" calls 1.90",2025-02-19T06:50:56.449Z,173994785644900
"""Eli @ hSyvY7wv9b"" raises to 1.90",2025-02-19T06:50:53.005Z,173994785300500
"""joshy @ Z_WOxDxS2G"" bets 0.40",2025-02-19T06:50:46.872Z,173994784687200
"""Kyle @ jclMM_b-US"" checks",2025-02-19T06:50:42.507Z,173994784250700
"""Eli @ hSyvY7wv9b"" checks",2025-02-19T06:50:37.580Z,173994783758000
"Flop:  [9♣, 10♠, 3♣]",2025-02-19T06:50:34.496Z,173994783449600
"""Eli @ hSyvY7wv9b"" checks",2025-02-19T06:50:33.647Z,173994783364700
"""edwin @ 9M0NBGM9an"" folds",2025-02-19T06:50:31.590Z,173994783159000
"""Gob @ gEuJUHOUqE"" folds",2025-02-19T06:50:30.321Z,173994783032100
"""joshy @ Z_WOxDxS2G"" calls 0.20",2025-02-19T06:50:29.368Z,173994782936800
"""Nick @ 23ejw2m6D-"" folds",2025-02-19T06:50:28.416Z,173994782841600
"""Kyle @ jclMM_b-US"" calls 0.20",2025-02-19T06:50:27.547Z,173994782754700
"""Eli @ hSyvY7wv9b"" posts a big blind of 0.20",2025-02-19T06:50:25.675Z,173994782567509
"""edwin @ 9M0NBGM9an"" posts a small blind of 0.10",2025-02-19T06:50:25.675Z,173994782567508
"Your hand is 4♥, 2♠",2025-02-19T06:50:25.675Z,173994782567502
"Player stacks: #1 ""edwin @ 9M0NBGM9an"" (76.06) | #2 ""Eli @ hSyvY7wv9b"" (70.21) | #3 ""Kyle @ jclMM_b-US"" (44.30) | #4 ""Nick @ 23ejw2m6D-"" (29.75) | #6 ""joshy @ Z_WOxDxS2G"" (30.83) | #7 ""Gob @ gEuJUHOUqE"" (30.58)",2025-02-19T06:50:25.675Z,173994782567501
