entry,at,order
"""Glenny @ _ID7L-y9Ic"" collected 0.80 from pot with Two Pair, 5's & 4's (combination: 5♥, 5♦, 4♥, 4♣, K♣)",2025-02-18T05:53:26.760Z,173985800676001
"""Glenny @ _ID7L-y9Ic"" shows a K♣, 4♥.",2025-02-18T05:53:26.760Z,173985800676000
"""Nick @ 23ejw2m6D-"" calls 0.20",2025-02-18T05:53:25.942Z,173985800594200
"""Glenny @ _ID7L-y9Ic"" bets 0.20",2025-02-18T05:53:24.746Z,173985800474600
"""Nick @ 23ejw2m6D-"" checks",2025-02-18T05:53:21.223Z,173985800122300
"River: 5♥, 6♠, J♣, 5♦ [4♣]",2025-02-18T05:53:13.717Z,173985799371700
"""Glenny @ _ID7L-y9Ic"" checks",2025-02-18T05:53:12.894Z,173985799289400
"""Nick @ 23ejw2m6D-"" checks",2025-02-18T05:53:11.953Z,173985799195300
"Turn: 5♥, 6♠, J♣ [5♦]",2025-02-18T05:53:11.050Z,173985799105000
"""Glenny @ _ID7L-y9Ic"" checks",2025-02-18T05:53:10.198Z,173985799019800
"""Nick @ 23ejw2m6D-"" checks",2025-02-18T05:53:08.181Z,173985798818100
"Flop:  [5♥, 6♠, J♣]",2025-02-18T05:53:04.533Z,173985798453300
"""Glenny @ _ID7L-y9Ic"" checks",2025-02-18T05:53:03.728Z,173985798372800
"""Nick @ 23ejw2m6D-"" calls 0.20",2025-02-18T05:53:01.139Z,173985798113900
"""edwin @ 9M0NBGM9an"" folds",2025-02-18T05:52:59.541Z,173985797954100
"""joshy @ sWbFzgCRRa"" folds",2025-02-18T05:52:57.101Z,173985797710100
"""Gob @ _3BjyNkP45"" folds",2025-02-18T05:52:55.976Z,173985797597600
"""Glenny @ _ID7L-y9Ic"" posts a big blind of 0.20",2025-02-18T05:52:53.611Z,173985797361108
"""Nick @ 23ejw2m6D-"" posts a small blind of 0.10",2025-02-18T05:52:53.611Z,173985797361107
"Your hand is J♥, 3♠",2025-02-18T05:52:53.611Z,173985797361102
"Player stacks: #1 ""edwin @ 9M0NBGM9an"" (145.31) | #2 ""Nick @ 23ejw2m6D-"" (49.49) | #5 ""Glenny @ _ID7L-y9Ic"" (23.18) | #6 ""Gob @ _3BjyNkP45"" (47.11) | #9 ""joshy @ sWbFzgCRRa"" (53.89)",2025-02-18T05:52:53.611Z,173985797361101
"-- starting hand #166 (id: jvguufudq89g)  (No Limit Texas Hold'em) (dealer: ""edwin @ 9M0NBGM9an"") --",2025-02-18T05:52:53.611Z,173985797361100
"Undealt cards: 5♥, 8♦, Q♣ [7♦, 10♦]",2025-02-18T05:52:53.111Z,173985797311100
"""joshy @ sWbFzgCRRa"" shows a 3♣, K♥.",2025-02-18T05:52:47.680Z,173985796768000
"""Nick @ 23ejw2m6D-"" shows a A♠, A♦.",2025-02-18T05:52:47.186Z,173985796718600
"-- ending hand #165 --",2025-02-18T05:52:46.288Z,173985796628802
"""Nick @ 23ejw2m6D-"" collected 2.40 from pot",2025-02-18T05:52:46.288Z,173985796628801
"Uncalled bet of 1.00 returned to ""Nick @ 23ejw2m6D-""",2025-02-18T05:52:46.288Z,173985796628800
"""edwin @ 9M0NBGM9an"" folds",2025-02-18T05:52:45.426Z,173985796542600
"""joshy @ sWbFzgCRRa"" folds",2025-02-18T05:52:42.970Z,173985796297000
"""Glenny @ _ID7L-y9Ic"" folds",2025-02-18T05:52:39.794Z,173985795979400
"""Nick @ 23ejw2m6D-"" bets 1.00",2025-02-18T05:52:37.727Z,173985795772700
"""edwin @ 9M0NBGM9an"" checks",2025-02-18T05:52:34.833Z,173985795483300
"Flop:  [5♥, 8♦, Q♣]",2025-02-18T05:52:34.672Z,173985795467200
"""Nick @ 23ejw2m6D-"" calls 0.60",2025-02-18T05:52:33.839Z,173985795383900
"""edwin @ 9M0NBGM9an"" calls 0.60",2025-02-18T05:52:31.115Z,173985795111500
"""joshy @ sWbFzgCRRa"" calls 0.60",2025-02-18T05:52:29.953Z,173985794995300
"""Gob @ _3BjyNkP45"" folds",2025-02-18T05:52:26.288Z,173985794628800
"""Glenny @ _ID7L-y9Ic"" raises to 0.60",2025-02-18T05:52:25.323Z,173985794532300
"""Nick @ 23ejw2m6D-"" posts a big blind of 0.20",2025-02-18T05:52:22.649Z,173985794264908
"""edwin @ 9M0NBGM9an"" posts a small blind of 0.10",2025-02-18T05:52:22.649Z,173985794264907
"Your hand is K♦, 6♥",2025-02-18T05:52:22.649Z,173985794264902
"Player stacks: #1 ""edwin @ 9M0NBGM9an"" (145.91) | #2 ""Nick @ 23ejw2m6D-"" (47.69) | #5 ""Glenny @ _ID7L-y9Ic"" (23.78) | #6 ""Gob @ _3BjyNkP45"" (47.11) | #9 ""joshy @ sWbFzgCRRa"" (54.49)",2025-02-18T05:52:22.649Z,173985794264901
"-- starting hand #165 (id: zodhiid9wxdn)  (No Limit Texas Hold'em) (dealer: ""joshy @ sWbFzgCRRa"") --",2025-02-18T05:52:22.649Z,173985794264900
"""Gob @ _3BjyNkP45"" shows a K♠, 7♣.",2025-02-18T05:52:17.755Z,173985793775500
"""Nick @ 23ejw2m6D-"" shows a 6♣, K♥.",2025-02-18T05:52:15.947Z,173985793594700
"""joshy @ sWbFzgCRRa"" shows a 3♠, K♦.",2025-02-18T05:52:15.848Z,173985793584800
"Undealt cards: 5♣, 10♦, 7♦, 3♥ [A♥]",2025-02-18T05:52:15.444Z,173985793544400
"-- ending hand #164 --",2025-02-18T05:52:14.620Z,173985793462002
"""Gob @ _3BjyNkP45"" collected 1.80 from pot",2025-02-18T05:52:14.620Z,173985793462001
"Uncalled bet of 1.00 returned to ""Gob @ _3BjyNkP45""",2025-02-18T05:52:14.620Z,173985793462000
"""edwin @ 9M0NBGM9an"" folds",2025-02-18T05:52:13.788Z,173985793378800
"""joshy @ sWbFzgCRRa"" folds",2025-02-18T05:52:12.805Z,173985793280500
"""Gob @ _3BjyNkP45"" bets 1.00",2025-02-18T05:52:06.565Z,173985792656500
"""edwin @ 9M0NBGM9an"" checks",2025-02-18T05:52:00.100Z,173985792010000
"""joshy @ sWbFzgCRRa"" checks",2025-02-18T05:51:56.838Z,173985791683800
"Turn: 5♣, 10♦, 7♦ [3♥]",2025-02-18T05:51:53.344Z,173985791334400
"""Gob @ _3BjyNkP45"" checks",2025-02-18T05:51:52.514Z,173985791251400
"""edwin @ 9M0NBGM9an"" checks",2025-02-18T05:51:50.583Z,173985791058300
"""joshy @ sWbFzgCRRa"" checks",2025-02-18T05:51:49.690Z,173985790969000
"Flop:  [5♣, 10♦, 7♦]",2025-02-18T05:51:46.201Z,173985790620100
"""edwin @ 9M0NBGM9an"" calls 0.60",2025-02-18T05:51:45.371Z,173985790537100
"""joshy @ sWbFzgCRRa"" calls 0.60",2025-02-18T05:51:43.022Z,173985790302200
"""Gob @ _3BjyNkP45"" raises to 0.60",2025-02-18T05:51:39.834Z,173985789983400
"""Glenny @ _ID7L-y9Ic"" folds",2025-02-18T05:51:36.333Z,173985789633300
"""Nick @ 23ejw2m6D-"" folds",2025-02-18T05:51:35.410Z,173985789541000
"""edwin @ 9M0NBGM9an"" posts a big blind of 0.20",2025-02-18T05:51:31.503Z,173985789150308
"""joshy @ sWbFzgCRRa"" posts a small blind of 0.10",2025-02-18T05:51:31.503Z,173985789150307
"Your hand is 5♠, 8♣",2025-02-18T05:51:31.503Z,173985789150302
"Player stacks: #1 ""edwin @ 9M0NBGM9an"" (146.51) | #2 ""Nick @ 23ejw2m6D-"" (47.69) | #5 ""Glenny @ _ID7L-y9Ic"" (23.78) | #6 ""Gob @ _3BjyNkP45"" (45.91) | #9 ""joshy @ sWbFzgCRRa"" (55.09)",2025-02-18T05:51:31.503Z,173985789150301
"-- starting hand #164 (id: nmgeixixflqq)  (No Limit Texas Hold'em) (dealer: ""Gob @ _3BjyNkP45"") --",2025-02-18T05:51:31.503Z,173985789150300
"""Nick @ 23ejw2m6D-"" shows a 2♦, 3♦.",2025-02-18T05:51:25.862Z,173985788586200
"-- ending hand #163 --",2025-02-18T05:51:24.961Z,173985788496102
"""joshy @ sWbFzgCRRa"" collected 2.20 from pot with Pair, 7's (combination: 7♠, 7♥, 10♠, 9♣, 5♥)",2025-02-18T05:51:24.961Z,173985788496101
"""joshy @ sWbFzgCRRa"" shows a 3♠, 7♠.",2025-02-18T05:51:24.961Z,173985788496100
"""Nick @ 23ejw2m6D-"" checks",2025-02-18T05:51:24.083Z,173985788408300
"""edwin @ 9M0NBGM9an"" checks",2025-02-18T05:51:23.241Z,173985788324100
"""joshy @ sWbFzgCRRa"" checks",2025-02-18T05:51:22.322Z,173985788232200
"River: 5♥, 7♥, 9♣, 10♠ [2♠]",2025-02-18T05:51:19.998Z,173985787999800
"""Nick @ 23ejw2m6D-"" checks",2025-02-18T05:51:19.178Z,173985787917800
"""edwin @ 9M0NBGM9an"" checks",2025-02-18T05:51:18.296Z,173985787829600
"""joshy @ sWbFzgCRRa"" checks",2025-02-18T05:51:16.125Z,173985787612500
"Turn: 5♥, 7♥, 9♣ [10♠]",2025-02-18T05:51:07.571Z,173985786757100
"""Nick @ 23ejw2m6D-"" checks",2025-02-18T05:51:06.767Z,173985786676700
"""edwin @ 9M0NBGM9an"" checks",2025-02-18T05:51:05.914Z,173985786591400
"""joshy @ sWbFzgCRRa"" checks",2025-02-18T05:51:04.042Z,173985786404200
"Flop:  [5♥, 7♥, 9♣]",2025-02-18T05:51:02.631Z,173985786263100
"""joshy @ sWbFzgCRRa"" calls 0.70",2025-02-18T05:51:01.758Z,173985786175800
"""Gob @ _3BjyNkP45"" folds",2025-02-18T05:50:59.852Z,173985785985200
"""Glenny @ _ID7L-y9Ic"" folds",2025-02-18T05:50:58.777Z,173985785877700
"""Nick @ 23ejw2m6D-"" calls 0.70",2025-02-18T05:50:57.842Z,173985785784200
"""edwin @ 9M0NBGM9an"" raises to 0.70",2025-02-18T05:50:56.203Z,173985785620300
"""joshy @ sWbFzgCRRa"" posts a big blind of 0.20",2025-02-18T05:50:53.909Z,173985785390908
"""Gob @ _3BjyNkP45"" posts a small blind of 0.10",2025-02-18T05:50:53.909Z,173985785390907
"Your hand is Q♠, A♦",2025-02-18T05:50:53.909Z,173985785390902
"Player stacks: #1 ""edwin @ 9M0NBGM9an"" (147.21) | #2 ""Nick @ 23ejw2m6D-"" (48.39) | #5 ""Glenny @ _ID7L-y9Ic"" (23.78) | #6 ""Gob @ _3BjyNkP45"" (46.01) | #9 ""joshy @ sWbFzgCRRa"" (53.59)",2025-02-18T05:50:53.909Z,173985785390901
"-- starting hand #163 (id: 09n3sshhmv9y)  (No Limit Texas Hold'em) (dealer: ""Glenny @ _ID7L-y9Ic"") --",2025-02-18T05:50:53.909Z,173985785390900
"""Gob @ _3BjyNkP45"" shows a 4♥, 6♥.",2025-02-18T05:50:51.535Z,173985785153500
"Undealt cards:  [7♦, J♥, 3♣, 5♣, 9♣]",2025-02-18T05:50:47.706Z,173985784770600
"""Nick @ 23ejw2m6D-"" shows a A♣, A♦.",2025-02-18T05:50:47.337Z,173985784733700
"""joshy @ sWbFzgCRRa"" shows a A♥, 2♣.",2025-02-18T05:50:47.258Z,173985784725800
"-- ending hand #162 --",2025-02-18T05:50:45.907Z,173985784590702
"""Nick @ 23ejw2m6D-"" collected 2.70 from pot",2025-02-18T05:50:45.907Z,173985784590701
"Uncalled bet of 1.60 returned to ""Nick @ 23ejw2m6D-""",2025-02-18T05:50:45.907Z,173985784590700
"""edwin @ 9M0NBGM9an"" folds",2025-02-18T05:50:45.098Z,173985784509800
"""joshy @ sWbFzgCRRa"" folds",2025-02-18T05:50:44.121Z,173985784412100
"""Gob @ _3BjyNkP45"" folds",2025-02-18T05:50:38.144Z,173985783814400
"""Glenny @ _ID7L-y9Ic"" folds",2025-02-18T05:50:36.769Z,173985783676900
"""Nick @ 23ejw2m6D-"" raises to 2.40",2025-02-18T05:50:35.447Z,173985783544700
"""edwin @ 9M0NBGM9an"" calls 0.80",2025-02-18T05:50:26.722Z,173985782672200
"""joshy @ sWbFzgCRRa"" raises to 0.80",2025-02-18T05:50:24.473Z,173985782447300
"""Gob @ _3BjyNkP45"" posts a big blind of 0.20",2025-02-18T05:50:19.616Z,173985781961608
"""Glenny @ _ID7L-y9Ic"" posts a small blind of 0.10",2025-02-18T05:50:19.616Z,173985781961607
"Your hand is 7♥, 9♦",2025-02-18T05:50:19.616Z,173985781961602
"Player stacks: #1 ""edwin @ 9M0NBGM9an"" (148.01) | #2 ""Nick @ 23ejw2m6D-"" (46.49) | #5 ""Glenny @ _ID7L-y9Ic"" (23.88) | #6 ""Gob @ _3BjyNkP45"" (46.21) | #9 ""joshy @ sWbFzgCRRa"" (54.39)",2025-02-18T05:50:19.616Z,173985781961601
"-- starting hand #162 (id: fm7vq8xbtjvn)  (No Limit Texas Hold'em) (dealer: ""Nick @ 23ejw2m6D-"") --",2025-02-18T05:50:19.616Z,173985781961600
"Undealt cards:  [6♠, Q♥, 10♥, 2♣, 10♦]",2025-02-18T05:50:19.506Z,173985781950600
"""joshy @ sWbFzgCRRa"" shows a J♦, 4♥.",2025-02-18T05:50:17.340Z,173985781734000
"""Nick @ 23ejw2m6D-"" shows a 6♥, A♥.",2025-02-18T05:50:14.201Z,173985781420100
"-- ending hand #161 --",2025-02-18T05:50:12.311Z,173985781231102
"""Nick @ 23ejw2m6D-"" collected 0.40 from pot",2025-02-18T05:50:12.311Z,173985781231101
"Uncalled bet of 0.60 returned to ""Nick @ 23ejw2m6D-""",2025-02-18T05:50:12.311Z,173985781231100
"""Glenny @ _ID7L-y9Ic"" folds",2025-02-18T05:50:11.493Z,173985781149300
"""Nick @ 23ejw2m6D-"" raises to 0.80",2025-02-18T05:50:10.203Z,173985781020300
"""edwin @ 9M0NBGM9an"" folds",2025-02-18T05:50:06.918Z,173985780691800
"""joshy @ sWbFzgCRRa"" folds",2025-02-18T05:50:03.595Z,173985780359500
"""Gob @ _3BjyNkP45"" folds",2025-02-18T05:50:02.608Z,173985780260800
"""Glenny @ _ID7L-y9Ic"" posts a big blind of 0.20",2025-02-18T05:50:00.127Z,173985780012708
"""Nick @ 23ejw2m6D-"" posts a small blind of 0.10",2025-02-18T05:50:00.127Z,173985780012707
"Your hand is 5♦, 10♠",2025-02-18T05:50:00.127Z,173985780012702
"Player stacks: #1 ""edwin @ 9M0NBGM9an"" (148.01) | #2 ""Nick @ 23ejw2m6D-"" (46.29) | #5 ""Glenny @ _ID7L-y9Ic"" (24.08) | #6 ""Gob @ _3BjyNkP45"" (46.21) | #9 ""joshy @ sWbFzgCRRa"" (54.39)",2025-02-18T05:50:00.127Z,173985780012701
"-- starting hand #161 (id: bgo1jsiocyyz)  (No Limit Texas Hold'em) (dealer: ""edwin @ 9M0NBGM9an"") --",2025-02-18T05:50:00.127Z,173985780012700
"""Gob @ _3BjyNkP45"" shows a 10♣, 2♠.",2025-02-18T05:49:57.354Z,173985779735400
"""Glenny @ _ID7L-y9Ic"" shows a K♣, 7♦.",2025-02-18T05:49:55.432Z,173985779543200
"-- ending hand #160 --",2025-02-18T05:49:53.115Z,173985779311503
"""edwin @ 9M0NBGM9an"" shows a 7♥, K♠.",2025-02-18T05:49:53.115Z,173985779311502
"""joshy @ sWbFzgCRRa"" collected 2.60 from pot with Two Pair, 8's & 4's (combination: 8♥, 8♦, 4♥, 4♠, J♥)",2025-02-18T05:49:53.115Z,173985779311501
"""joshy @ sWbFzgCRRa"" shows a J♥, 8♥.",2025-02-18T05:49:53.115Z,173985779311500
"""joshy @ sWbFzgCRRa"" checks",2025-02-18T05:49:52.258Z,173985779225800
"""edwin @ 9M0NBGM9an"" checks",2025-02-18T05:49:50.293Z,173985779029300
"River: 4♥, 7♣, 10♥, 8♦ [4♠]",2025-02-18T05:49:49.250Z,173985778925000
"""joshy @ sWbFzgCRRa"" checks",2025-02-18T05:49:48.427Z,173985778842700
"""edwin @ 9M0NBGM9an"" checks",2025-02-18T05:49:44.935Z,173985778493500
"Turn: 4♥, 7♣, 10♥ [8♦]",2025-02-18T05:49:44.416Z,173985778441600
"""edwin @ 9M0NBGM9an"" calls 0.60",2025-02-18T05:49:43.597Z,173985778359700
"""joshy @ sWbFzgCRRa"" bets 0.60",2025-02-18T05:49:42.474Z,173985778247400
"""edwin @ 9M0NBGM9an"" checks",2025-02-18T05:49:35.347Z,173985777534700
"Flop:  [4♥, 7♣, 10♥]",2025-02-18T05:49:33.859Z,173985777385900
"""Nick @ 23ejw2m6D-"" folds",2025-02-18T05:49:33.022Z,173985777302200
"""edwin @ 9M0NBGM9an"" calls 0.60",2025-02-18T05:49:22.298Z,173985776229800
"""joshy @ sWbFzgCRRa"" raises to 0.60",2025-02-18T05:49:18.854Z,173985775885400
"""Gob @ _3BjyNkP45"" folds",2025-02-18T05:49:11.616Z,173985775161600
"""Glenny @ _ID7L-y9Ic"" folds",2025-02-18T05:49:10.643Z,173985775064300
"""Nick @ 23ejw2m6D-"" posts a big blind of 0.20",2025-02-18T05:49:08.711Z,173985774871110
"""edwin @ 9M0NBGM9an"" posts a small blind of 0.10",2025-02-18T05:49:08.711Z,173985774871109
"Your hand is 7♥, K♠",2025-02-18T05:49:08.711Z,173985774871104
"Player stacks: #1 ""edwin @ 9M0NBGM9an"" (149.21) | #2 ""Nick @ 23ejw2m6D-"" (46.49) | #5 ""Glenny @ _ID7L-y9Ic"" (24.08) | #6 ""Gob @ _3BjyNkP45"" (46.21) | #9 ""joshy @ sWbFzgCRRa"" (52.99)",2025-02-18T05:49:08.711Z,173985774871103
"-- starting hand #160 (id: jldmuwlkhyy5)  (No Limit Texas Hold'em) (dead button) --",2025-02-18T05:49:08.711Z,173985774871102
"The player ""Mond @ VnzuRuUJp5"" quits the game with a stack of 12.95.",2025-02-18T05:49:08.711Z,173985774871101
"The player ""ieff @ FMYFFNvVDL"" quits the game with a stack of 0.00.",2025-02-18T05:49:08.711Z,173985774871100
"""Nick @ 23ejw2m6D-"" shows a J♣, Q♠.",2025-02-18T05:49:03.664Z,173985774366400
"""joshy @ sWbFzgCRRa"" shows a 3♠, 9♣.",2025-02-18T05:49:03.055Z,173985774305500
"-- ending hand #159 --",2025-02-18T05:49:01.698Z,173985774169803
"""ieff @ FMYFFNvVDL"" shows a 7♠, A♣.",2025-02-18T05:49:01.698Z,173985774169802
"""edwin @ 9M0NBGM9an"" collected 61.00 from pot with Three of a Kind, 4's (combination: 4♣, 4♦, 4♥, A♥, J♠)",2025-02-18T05:49:01.698Z,173985774169801
"""edwin @ 9M0NBGM9an"" shows a 3♣, 4♣.",2025-02-18T05:49:01.698Z,173985774169800
"""ieff @ FMYFFNvVDL"" calls 14.88 and go all in",2025-02-18T05:49:00.850Z,173985774085000
"""edwin @ 9M0NBGM9an"" bets 14.88",2025-02-18T05:48:59.712Z,173985773971200
"River: 7♦, 4♦, 4♥, J♠ [A♥]",2025-02-18T05:48:54.549Z,173985773454900
"""ieff @ FMYFFNvVDL"" calls 9.37",2025-02-18T05:48:53.742Z,173985773374200
"""edwin @ 9M0NBGM9an"" bets 9.37",2025-02-18T05:48:46.130Z,173985772613000
"Turn: 7♦, 4♦, 4♥ [J♠]",2025-02-18T05:48:33.975Z,173985771397500
"""ieff @ FMYFFNvVDL"" calls 5.00",2025-02-18T05:48:33.154Z,173985771315400
"""Nick @ 23ejw2m6D-"" folds",2025-02-18T05:48:31.606Z,173985771160600
"""edwin @ 9M0NBGM9an"" raises to 5.00",2025-02-18T05:48:30.756Z,173985771075600
"""ieff @ FMYFFNvVDL"" bets 1.25",2025-02-18T05:48:19.070Z,173985769907000
"""Nick @ 23ejw2m6D-"" checks",2025-02-18T05:48:15.435Z,173985769543500
"""edwin @ 9M0NBGM9an"" checks",2025-02-18T05:48:02.139Z,173985768213900
"Flop:  [7♦, 4♦, 4♥]",2025-02-18T05:48:00.353Z,173985768035300
"""edwin @ 9M0NBGM9an"" calls 0.80",2025-02-18T05:47:59.522Z,173985767952200
"""Mond @ VnzuRuUJp5"" folds",2025-02-18T05:47:56.615Z,173985767661500
"""joshy @ sWbFzgCRRa"" folds",2025-02-18T05:47:55.709Z,173985767570900
"""ieff @ FMYFFNvVDL"" calls 0.80",2025-02-18T05:47:54.803Z,173985767480300
"""Gob @ _3BjyNkP45"" folds",2025-02-18T05:47:49.803Z,173985766980300
"""Glenny @ _ID7L-y9Ic"" folds",2025-02-18T05:47:48.851Z,173985766885100
"""Nick @ 23ejw2m6D-"" raises to 0.80",2025-02-18T05:47:47.889Z,173985766788900
"""edwin @ 9M0NBGM9an"" posts a big blind of 0.20",2025-02-18T05:47:42.731Z,173985766273110
"""Mond @ VnzuRuUJp5"" posts a small blind of 0.10",2025-02-18T05:47:42.731Z,173985766273109
"Your hand is 3♣, 4♣",2025-02-18T05:47:42.731Z,173985766273102
"Player stacks: #1 ""edwin @ 9M0NBGM9an"" (118.26) | #2 ""Nick @ 23ejw2m6D-"" (47.29) | #5 ""Glenny @ _ID7L-y9Ic"" (24.08) | #6 ""Gob @ _3BjyNkP45"" (46.21) | #7 ""ieff @ FMYFFNvVDL"" (30.05) | #9 ""joshy @ sWbFzgCRRa"" (52.99) | #10 ""Mond @ VnzuRuUJp5"" (13.05)",2025-02-18T05:47:42.731Z,173985766273101
"-- starting hand #159 (id: cvuajhaojk1x)  (No Limit Texas Hold'em) (dealer: ""joshy @ sWbFzgCRRa"") --",2025-02-18T05:47:42.731Z,173985766273100
"""joshy @ sWbFzgCRRa"" shows a 3♠, 4♦.",2025-02-18T05:47:37.050Z,173985765705000
"-- ending hand #158 --",2025-02-18T05:47:36.160Z,173985765616003
"""Mond @ VnzuRuUJp5"" shows a K♣, A♦.",2025-02-18T05:47:36.160Z,173985765616002
"""Nick @ 23ejw2m6D-"" collected 12.20 from pot with Two Pair, Q's & 10's (combination: Q♦, Q♠, 10♥, 10♣, A♥)",2025-02-18T05:47:36.160Z,173985765616001
"""Nick @ 23ejw2m6D-"" shows a A♥, 10♥.",2025-02-18T05:47:36.160Z,173985765616000
"""Nick @ 23ejw2m6D-"" checks",2025-02-18T05:47:35.295Z,173985765529500
"""Mond @ VnzuRuUJp5"" checks",2025-02-18T05:47:33.608Z,173985765360800
"River: 7♣, 10♣, Q♦, Q♠ [2♥]",2025-02-18T05:47:23.445Z,173985764344500
"""Nick @ 23ejw2m6D-"" calls 3.05",2025-02-18T05:47:22.631Z,173985764263100
"""Mond @ VnzuRuUJp5"" bets 3.05",2025-02-18T05:47:15.711Z,173985763571100
"Turn: 7♣, 10♣, Q♦ [Q♠]",2025-02-18T05:47:06.457Z,173985762645700
"""Nick @ 23ejw2m6D-"" checks",2025-02-18T05:47:05.636Z,173985762563600
"""Mond @ VnzuRuUJp5"" checks",2025-02-18T05:47:04.139Z,173985762413900
"Flop:  [7♣, 10♣, Q♦]",2025-02-18T05:46:52.780Z,173985761278000
"""Nick @ 23ejw2m6D-"" calls 3.00",2025-02-18T05:46:51.934Z,173985761193400
"""Mond @ VnzuRuUJp5"" raises to 3.00",2025-02-18T05:46:50.358Z,173985761035800
